"File","NEF","TIFF","Date Created","Date Modified","File Size","Image Size","Date Shot","Time Zone and Date","Image Quality","Artist","Copyright","Image Comment","Device","Lens","Focal Length","Focus Mode","AF-Area Mode","VR","AF Fine Tune","Aperture","Shutter Speed","Exposure Mode","Exposure Comp.","Exposure Tuning","Metering","ISO Sensitivity","Flash Device","Flash Sync Mode","Flash Mode","White Balance","Color Space","High ISO NR","Long Exposure NR","Active D-Lighting","Image Authentication","Vignette Control","Auto Distortion Control","Picture Control","Base","Quick Adjust","Sharpening","Contrast","Brightness","Saturation","Hue","Filter Effects","Toning","Optimize Image","Color Mode","Tone Comp.","Hue Adjustment","Saturation","Sharpening","Latitude","Longitude","Altitude","Altitude Reference","Heading","UTC","Map Datum","Scene Mode","Keywords"
"r4207feb6t","http://193.205.194.113/RAISE/NEF/r4207feb6t.NEF","http://193.205.194.113/RAISE/TIFF/r4207feb6t.TIF","9/20/2014 22:21","3/31/2012 4:14","10.0 MB","L (4288 x 2848)","14:06.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/16","1/320s","Aperture Priority","-1.0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"rbd908356t","http://193.205.194.113/RAISE/NEF/rbd908356t.NEF","http://193.205.194.113/RAISE/TIFF/rbd908356t.TIF","9/20/2014 22:21","3/31/2012 4:14","9.38 MB","L (4288 x 2848)","14:21.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","80mm","AF-A","Auto","ON","","f/16","1/25s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","objects; outdoor"
"re2b28404t","http://193.205.194.113/RAISE/NEF/re2b28404t.NEF","http://193.205.194.113/RAISE/TIFF/re2b28404t.TIF","9/20/2014 22:21","3/31/2012 4:14","9.29 MB","L (4288 x 2848)","14:29.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","34mm","AF-A","Auto","ON","","f/16","1/125s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","objects; outdoor"
"r6f1b0181t","http://193.205.194.113/RAISE/NEF/r6f1b0181t.NEF","http://193.205.194.113/RAISE/TIFF/r6f1b0181t.TIF","9/20/2014 22:21","3/31/2012 4:15","10.6 MB","L (4288 x 2848)","15:17.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/16","1/60s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"r07dba73ft","http://193.205.194.113/RAISE/NEF/r07dba73ft.NEF","http://193.205.194.113/RAISE/TIFF/r07dba73ft.TIF","9/20/2014 22:21","3/31/2012 4:17","9.77 MB","L (4288 x 2848)","17:51.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/16","1/400s","Aperture Priority","-1.0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"r806556eft","http://193.205.194.113/RAISE/NEF/r806556eft.NEF","http://193.205.194.113/RAISE/TIFF/r806556eft.TIF","9/20/2014 22:22","3/31/2012 4:21","9.20 MB","L (4288 x 2848)","21:05.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","98mm","AF-A","Auto","ON","","f/16","1/100s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","nature; outdoor"
"rd9151453t","http://193.205.194.113/RAISE/NEF/rd9151453t.NEF","http://193.205.194.113/RAISE/TIFF/rd9151453t.TIF","9/20/2014 22:22","3/31/2012 4:21","10.2 MB","L (4288 x 2848)","21:18.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","52mm","AF-A","Auto","ON","","f/16","1/125s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; objects; outdoor"
"r7c8c98b1t","http://193.205.194.113/RAISE/NEF/r7c8c98b1t.NEF","http://193.205.194.113/RAISE/TIFF/r7c8c98b1t.TIF","9/20/2014 22:23","3/31/2012 4:25","10.8 MB","L (4288 x 2848)","25:05.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/16","1/80s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r84eeb523t","http://193.205.194.113/RAISE/NEF/r84eeb523t.NEF","http://193.205.194.113/RAISE/TIFF/r84eeb523t.TIF","9/20/2014 22:24","3/31/2012 4:29","10.4 MB","L (4288 x 2848)","29:24.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/16","1/20s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"r373d5f78t","http://193.205.194.113/RAISE/NEF/r373d5f78t.NEF","http://193.205.194.113/RAISE/TIFF/r373d5f78t.TIF","9/20/2014 22:24","3/31/2012 4:35","9.95 MB","L (4288 x 2848)","35:51.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","25mm","AF-A","Auto","ON","","f/16","1/160s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"r9ff34ac7t","http://193.205.194.113/RAISE/NEF/r9ff34ac7t.NEF","http://193.205.194.113/RAISE/TIFF/r9ff34ac7t.TIF","9/20/2014 22:24","3/31/2012 4:39","10.3 MB","L (4288 x 2848)","39:01.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","58mm","AF-A","Auto","ON","","f/16","1/40s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"rf32a20b0t","http://193.205.194.113/RAISE/NEF/rf32a20b0t.NEF","http://193.205.194.113/RAISE/TIFF/rf32a20b0t.TIF","9/20/2014 22:24","3/31/2012 4:40","10.6 MB","L (4288 x 2848)","40:13.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","80mm","Manual","Single","ON","","f/16","1/50s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"r2303922at","http://193.205.194.113/RAISE/NEF/r2303922at.NEF","http://193.205.194.113/RAISE/TIFF/r2303922at.TIF","9/20/2014 22:24","3/31/2012 4:41","11.5 MB","L (4288 x 2848)","41:33.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/16","1/80s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; landscape; outdoor"
"r4df93f29t","http://193.205.194.113/RAISE/NEF/r4df93f29t.NEF","http://193.205.194.113/RAISE/TIFF/r4df93f29t.TIF","9/20/2014 22:24","3/31/2012 4:41","12.0 MB","L (4288 x 2848)","41:34.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/16","1/30s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; landscape; outdoor"
"r40221b1ct","http://193.205.194.113/RAISE/NEF/r40221b1ct.NEF","http://193.205.194.113/RAISE/TIFF/r40221b1ct.TIF","9/20/2014 22:24","3/31/2012 4:41","10.6 MB","L (4288 x 2848)","41:44.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/16","1/200s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; landscape; outdoor"
"r4d9f02cbt","http://193.205.194.113/RAISE/NEF/r4d9f02cbt.NEF","http://193.205.194.113/RAISE/TIFF/r4d9f02cbt.TIF","9/20/2014 22:25","3/31/2012 4:43","10.8 MB","L (4288 x 2848)","43:51.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/16","1/100s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"rd5ce8a66t","http://193.205.194.113/RAISE/NEF/rd5ce8a66t.NEF","http://193.205.194.113/RAISE/TIFF/rd5ce8a66t.TIF","9/20/2014 22:25","3/31/2012 4:50","10.7 MB","L (4288 x 2848)","49:58.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/16","1/125s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"r2ebbb5fdt","http://193.205.194.113/RAISE/NEF/r2ebbb5fdt.NEF","http://193.205.194.113/RAISE/TIFF/r2ebbb5fdt.TIF","9/20/2014 22:25","3/31/2012 4:51","10.4 MB","L (4288 x 2848)","51:14.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/16","1/200s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"reec497a7t","http://193.205.194.113/RAISE/NEF/reec497a7t.NEF","http://193.205.194.113/RAISE/TIFF/reec497a7t.TIF","9/20/2014 22:26","3/31/2012 5:27","10.9 MB","L (4288 x 2848)","27:24.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/10","1/100s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"r2435fe74t","http://193.205.194.113/RAISE/NEF/r2435fe74t.NEF","http://193.205.194.113/RAISE/TIFF/r2435fe74t.TIF","9/20/2014 22:26","3/31/2012 5:39","10.4 MB","L (4288 x 2848)","39:54.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/10","1/200s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"r9ebe97bct","http://193.205.194.113/RAISE/NEF/r9ebe97bct.NEF","http://193.205.194.113/RAISE/TIFF/r9ebe97bct.TIF","9/20/2014 22:26","3/31/2012 5:41","10.8 MB","L (4288 x 2848)","41:36.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/10","1/800s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"r0b1f92a9t","http://193.205.194.113/RAISE/NEF/r0b1f92a9t.NEF","http://193.205.194.113/RAISE/TIFF/r0b1f92a9t.TIF","9/20/2014 22:27","3/31/2012 5:42","10.9 MB","L (4288 x 2848)","42:46.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","21mm","AF-A","Auto","ON","","f/10","1/200s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"rf823a5cct","http://193.205.194.113/RAISE/NEF/rf823a5cct.NEF","http://193.205.194.113/RAISE/TIFF/rf823a5cct.TIF","9/20/2014 22:27","5/27/2012 16:04","10.8 MB","L (4288 x 2848)","45:17.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/10","1/320s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"rf07e67f8t","http://193.205.194.113/RAISE/NEF/rf07e67f8t.NEF","http://193.205.194.113/RAISE/TIFF/rf07e67f8t.TIF","9/20/2014 22:27","3/31/2012 5:45","11.0 MB","L (4288 x 2848)","45:19.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/10","1/400s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","outdoor"
"rc3417379t","http://193.205.194.113/RAISE/NEF/rc3417379t.NEF","http://193.205.194.113/RAISE/TIFF/rc3417379t.TIF","9/20/2014 22:28","3/31/2012 5:45","10.8 MB","L (4288 x 2848)","45:20.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/10","1/400s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"r63b84707t","http://193.205.194.113/RAISE/NEF/r63b84707t.NEF","http://193.205.194.113/RAISE/TIFF/r63b84707t.TIF","9/20/2014 22:28","3/31/2012 5:54","9.91 MB","L (4288 x 2848)","54:45.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","34mm","AF-A","Auto","ON","","f/10","1/200s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"r3d0b0c40t","http://193.205.194.113/RAISE/NEF/r3d0b0c40t.NEF","http://193.205.194.113/RAISE/TIFF/r3d0b0c40t.TIF","9/20/2014 22:28","3/31/2012 6:17","10.8 MB","L (4288 x 2848)","17:14.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","22mm","AF-A","Auto","ON","","f/10","1/400s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"r2d0f19c7t","http://193.205.194.113/RAISE/NEF/r2d0f19c7t.NEF","http://193.205.194.113/RAISE/TIFF/r2d0f19c7t.TIF","9/20/2014 22:28","3/31/2012 6:30","11.2 MB","L (4288 x 2848)","30:45.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/10","1/800s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"r0f6d3b31t","http://193.205.194.113/RAISE/NEF/r0f6d3b31t.NEF","http://193.205.194.113/RAISE/TIFF/r0f6d3b31t.TIF","9/20/2014 22:29","3/31/2012 6:31","10.0 MB","L (4288 x 2848)","30:59.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/22","1/125s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"r9dfad0a2t","http://193.205.194.113/RAISE/NEF/r9dfad0a2t.NEF","http://193.205.194.113/RAISE/TIFF/r9dfad0a2t.TIF","9/20/2014 22:29","3/31/2012 6:32","10.8 MB","L (4288 x 2848)","32:57.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/22","1/320s","Aperture Priority","-1.0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"rb068f862t","http://193.205.194.113/RAISE/NEF/rb068f862t.NEF","http://193.205.194.113/RAISE/TIFF/rb068f862t.TIF","9/20/2014 22:29","3/31/2012 6:33","11.5 MB","L (4288 x 2848)","32:59.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/22","1/50s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"ra6566f49t","http://193.205.194.113/RAISE/NEF/ra6566f49t.NEF","http://193.205.194.113/RAISE/TIFF/ra6566f49t.TIF","9/20/2014 22:29","3/31/2012 6:33","10.3 MB","L (4288 x 2848)","33:09.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/22","1/160s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"rd45a8109t","http://193.205.194.113/RAISE/NEF/rd45a8109t.NEF","http://193.205.194.113/RAISE/TIFF/rd45a8109t.TIF","9/20/2014 22:29","3/31/2012 6:33","9.87 MB","L (4288 x 2848)","33:52.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/22","1/160s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"r3647a976t","http://193.205.194.113/RAISE/NEF/r3647a976t.NEF","http://193.205.194.113/RAISE/TIFF/r3647a976t.TIF","9/20/2014 22:30","3/31/2012 6:34","9.30 MB","L (4288 x 2848)","34:01.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/22","1/60s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"r46bdddb4t","http://193.205.194.113/RAISE/NEF/r46bdddb4t.NEF","http://193.205.194.113/RAISE/TIFF/r46bdddb4t.TIF","9/20/2014 22:30","3/31/2012 6:35","11.0 MB","L (4288 x 2848)","35:00.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/22","1/250s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"r2380441ct","http://193.205.194.113/RAISE/NEF/r2380441ct.NEF","http://193.205.194.113/RAISE/TIFF/r2380441ct.TIF","9/20/2014 22:30","3/31/2012 6:42","9.25 MB","L (4288 x 2848)","42:56.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/22","1/50s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","nature; outdoor"
"rf21aeb94t","http://193.205.194.113/RAISE/NEF/rf21aeb94t.NEF","http://193.205.194.113/RAISE/TIFF/rf21aeb94t.TIF","9/20/2014 22:31","3/31/2012 6:49","10.1 MB","L (4288 x 2848)","49:47.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/22","1/160s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"r88b6226bt","http://193.205.194.113/RAISE/NEF/r88b6226bt.NEF","http://193.205.194.113/RAISE/TIFF/r88b6226bt.TIF","9/20/2014 22:31","3/31/2012 7:38","11.4 MB","L (4288 x 2848)","38:51.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/200s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"rd37c6259t","http://193.205.194.113/RAISE/NEF/rd37c6259t.NEF","http://193.205.194.113/RAISE/TIFF/rd37c6259t.TIF","9/20/2014 22:32","3/31/2012 7:46","10.0 MB","L (4288 x 2848)","46:45.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/320s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
"r10f888c2t","http://193.205.194.113/RAISE/NEF/r10f888c2t.NEF","http://193.205.194.113/RAISE/TIFF/r10f888c2t.TIF","9/20/2014 22:33","3/31/2012 9:25","10.1 MB","L (4288 x 2848)","25:40.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/22","1/25s","Aperture Priority","+1.7EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","landscape; outdoor"
